intercolumnar_distance,upper_margin,lower_argin,exploitation,modular_ratio,interlinear_spacing,weight,peak_number,modular_ratio/interlinear_spacing,Task
-3.498799,0.250492,0.23207,1.224178,1.145386,0.182426,-0.165983,-0.123005,1.087144,0
0.204355,-0.354049,0.32098,0.410166,-2.218127,0.220177,0.181844,2.090879,-2.009758,23
0.759828,-1.304042,-0.023991,-0.973663,-0.349509,-0.42158,-0.450127,0.469443,0.060952,34
-0.00549,0.360409,0.28186,-0.213479,-1.013906,-0.34608,1.176165,0.968347,-0.627999,21
0.080916,0.10132,0.10404,0.14049,0.480988,0.710932,-0.25343,-0.497183,0.155681,37
0.068573,-0.181323,-3.210528,-0.294311,0.356414,-0.006326,-0.21955,0.126447,0.448186,21
-0.301743,-0.314793,0.399221,0.77052,0.564038,-1.403091,-1.459107,-0.091823,1.62742,42
0.031541,-0.118513,0.374326,-0.066706,0.605563,0.55993,-0.258129,0.095265,0.344766,37
-0.091897,-0.118513,0.189393,1.280303,0.314889,0.069175,1.277183,0.531806,0.359002,37
0.377169,0.014957,0.381439,0.292753,-0.307984,0.52218,0.370989,0.562987,-0.440132,37
-0.202992,-0.338346,0.434785,-0.184417,0.813187,0.295677,1.024783,0.375899,0.67123,35
0.019197,0.525284,0.068476,0.166658,-0.10036,-0.119577,0.100105,0.095265,0.108171,37
0.266074,0.164129,0.118265,0.320234,-0.307984,0.52218,0.17732,-0.341275,-0.43443,37
0.204355,-0.448263,0.349432,0.689659,-0.598658,0.069175,-0.141132,-0.715453,-0.465219,37
-0.141273,-0.055704,0.207175,0.246982,-0.349509,-0.38383,-0.148062,-0.123005,0.029258,37
-0.511588,-0.620989,0.491688,-2.053711,1.020811,-0.270579,0.088902,-0.123005,1.252758,34
-0.042522,0.407516,-3.210528,-0.636404,0.564038,-0.006326,-0.335499,-0.466001,0.663262,37
-0.32643,-0.652394,0.384996,-1.694222,-1.138481,-0.044076,-0.863753,0.095265,-0.895057,32
0.759828,-1.304042,-0.023991,-0.973663,-0.681707,-1.138838,-1.404259,-0.060642,0.168869,34
0.698109,-0.306942,-0.03466,0.062642,-0.307984,-1.28984,-0.567882,1.03071,0.672231,45
0.216699,-2.08916,0.424116,-0.457525,-0.10036,0.220177,1.206162,0.781258,-0.084735,35
0.278418,-0.197025,0.239183,-0.73839,0.564038,0.597681,-2.156567,-1.151994,0.274158,37
0.117948,-0.220579,0.367214,0.914608,-0.307984,-0.232828,1.1119,0.469443,-0.034718,37
0.587014,0.399665,0.064919,0.116828,1.726734,0.295677,0.303016,-0.154186,1.516934,16
-0.128929,-0.03215,0.068476,-0.151655,-0.681707,0.333428,-0.687345,-1.058449,-0.670047,23
0.15498,0.054213,0.164499,-0.048325,0.06574,0.069175,0.027685,0.126447,0.147326,37
0.019197,0.289748,-0.116457,1.524856,1.145386,0.786433,-0.240616,-0.278912,0.692098,28
0.031541,0.666605,-0.095119,0.010217,-0.806282,0.55993,0.807447,1.124254,-0.890705,36
0.080916,0.062064,0.203619,0.577021,-0.806282,0.446679,0.879925,0.438262,-0.836227,37
0.216699,-0.291239,0.349432,0.50711,0.937762,0.144676,-0.277563,-0.341275,0.889826,37
-0.264711,0.156278,0.402778,1.483948,0.771662,-0.157328,-0.29727,1.654339,0.978588,36
0.599358,-0.377602,0.242739,-0.151028,-0.557133,-0.006326,0.079641,1.68552,-0.386571,45
-0.314087,-0.236281,0.029355,0.460861,1.145386,-0.044076,-0.609489,-0.123005,1.199209,37
